job_id,job_title,company,location,posted_date,role_category,salary_usd,description
1555,Data Scientist II,Brightline Education,"Berlin, Germany",2026-05-13,Data Scientist,86000,"Join Brightline Education as a Data Scientist II! You'll be responsible for building and maintaining systems that rely on Deep Learning, A/B testing, SQL, and Machine Learning. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
1802,Software Development Engineer,Orbit Financial Services,"Boston, MA",2026-05-13,Software Engineer,98000,"Orbit Financial Services is hiring a Software Development Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using SQL, NoSQL, Linux, MongoDB, Python, C++, and JavaScript. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
123,Data Scientist II,Delta Freight Systems,"San Francisco, CA",2026-05-14,Data Scientist,230500,"We are looking for a Data Scientist II to join our growing team at Delta Freight Systems. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with A/B testing, SQL, NLP, Python, and PyTorch. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
315,Machine Learning Engineer,Coral Reef Gaming,"Delhi, India",2026-05-14,ML Engineer,65000,"As a Machine Learning Engineer at Coral Reef Gaming, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: PyTorch, NLP, Scikit-learn, and Kubernetes. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
317,AI Engineer,Nimbus Analytics,"Seattle, WA",2026-05-14,ML Engineer,207500,"Nimbus Analytics seeks an experienced AI Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Git, Python, Docker, and Deep Learning to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
467,Data Scientist,Skyline Software,"Boston, MA",2026-05-14,Data Scientist,187000,"Join Skyline Software as a Data Scientist! You'll be responsible for building and maintaining systems that rely on Machine Learning, TensorFlow, Deep Learning, Spark, Statistics, Python, and Computer Vision. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
503,Reporting Analyst,Nectar Foods,Remote,2026-05-14,Data Analyst,85000,"Nectar Foods is hiring a Reporting Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using R, Looker, Excel, Google Cloud Platform, SQL, and Tableau. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1238,Lead Data Scientist,Willow Health Systems,"Austin, TX",2026-05-14,Data Scientist,133000,"We are looking for a Lead Data Scientist to join our growing team at Willow Health Systems. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Machine Learning, A/B testing, NLP, and Deep Learning. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
316,Platform Engineer,Cortex Systems,Singapore,2026-05-15,Software Engineer,105500,"Cortex Systems seeks an experienced Platform Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Agile, Java, REST API, SQL, and AWS to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
450,Applied ML Engineer,Echo Streaming,"San Francisco, CA",2026-05-15,ML Engineer,177000,"Join Echo Streaming as a Applied ML Engineer! You'll be responsible for building and maintaining systems that rely on TensorFlow, Kubernetes, Spark, Machine Learning, Docker, Scikit-learn, and PyTorch. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
549,Data Engineer,Evergreen Logistics,"Hyderabad, India",2026-05-15,Data Engineer,41000,"Evergreen Logistics seeks an experienced Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Docker, SQL, Google Cloud Platform, and dbt to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
911,Cloud Data Engineer,Juniper Cybersecurity,"New York, NY",2026-05-15,Data Engineer,148000,"We are looking for a Cloud Data Engineer to join our growing team at Juniper Cybersecurity. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Spark, SQL, Azure, and Kafka. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
1492,Platform Engineer,Summit Cloud Solutions,"London, UK",2026-05-15,Software Engineer,87500,"As a Platform Engineer at Summit Cloud Solutions, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Git, Linux, PostgreSQL, and Python. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1946,BI Analyst,Anchor Payments,"London, UK",2026-05-15,Data Analyst,82500,"As a BI Analyst at Anchor Payments, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: ETL, SQL, Python, Tableau, and Statistics. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
441,Senior Data Engineer,Lumina Commerce,"Seattle, WA",2026-05-16,Data Engineer,148500,"As a Senior Data Engineer at Lumina Commerce, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Python, Snowflake, Spark, Azure, ETL, and SQL. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
791,Backend Engineer,Echo Streaming,"Hyderabad, India",2026-05-16,Software Engineer,41500,"As a Backend Engineer at Echo Streaming, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: SQL, JavaScript, Git, and Kubernetes. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
1453,Cloud Data Engineer,Ivory Real Estate Tech,"London, UK",2026-05-16,Data Engineer,116500,"Ivory Real Estate Tech is hiring a Cloud Data Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Docker, dbt, Snowflake, ETL, and Airflow. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1504,Applied Data Scientist,Lattice Biotech,"New York, NY",2026-05-16,Data Scientist,131000,"Lattice Biotech seeks an experienced Applied Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Scikit-learn, Spark, Python, Machine Learning, SQL, and Deep Learning to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
1711,AI Engineer,Riverstone Tech,"Washington, DC",2026-05-16,ML Engineer,139000,"Riverstone Tech seeks an experienced AI Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Machine Learning, Kubernetes, Python, and TensorFlow to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
1856,Full Stack Developer,Kestrel Media Group,Remote,2026-05-16,Software Engineer,140000,"As a Full Stack Developer at Kestrel Media Group, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Git, REST API, JavaScript, Linux, MongoDB, and Docker. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1933,Business Data Analyst,Skyline Software,"Los Angeles, CA",2026-05-16,Data Analyst,105000,"As a Business Data Analyst at Skyline Software, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Statistics, Excel, R, SQL, and Looker. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
667,Platform Engineer,Tundra Telecom,"Los Angeles, CA",2026-05-17,Software Engineer,144000,"Tundra Telecom is hiring a Platform Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Git, NoSQL, REST API, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
681,ML Ops Engineer,Summit Cloud Solutions,Singapore,2026-05-18,ML Engineer,143000,"As a ML Ops Engineer at Summit Cloud Solutions, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Machine Learning, Azure, NLP, Docker, and AWS. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
1789,Senior Data Scientist,Evergreen Logistics,"Berlin, Germany",2026-05-18,Data Scientist,122500,"Evergreen Logistics is hiring a Senior Data Scientist to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Spark, Python, R, Machine Learning, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Minimum of 2 years in a similar role."
510,ETL Developer,Vantage Point Retail,"San Francisco, CA",2026-05-19,Data Engineer,214000,"Vantage Point Retail seeks an experienced ETL Developer to support our expanding analytics function. Day-to-day responsibilities include working with Data warehousing, Spark, ETL, and Redshift to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
846,Full Stack Developer,Lattice Biotech,"Mumbai, India",2026-05-19,Software Engineer,44500,"Join Lattice Biotech as a Full Stack Developer! You'll be responsible for building and maintaining systems that rely on Git, Agile, C++, Python, JavaScript, and PostgreSQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
986,Senior Software Engineer,Keystone Auto Group,"London, UK",2026-05-19,Software Engineer,123000,"Join Keystone Auto Group as a Senior Software Engineer! You'll be responsible for building and maintaining systems that rely on C++, Kubernetes, AWS, and REST API. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
1339,BI Analyst,Opaline Cosmetics Analytics,"Bengaluru, India",2026-05-19,Data Analyst,29000,"Join Opaline Cosmetics Analytics as a BI Analyst! You'll be responsible for building and maintaining systems that rely on Statistics, Tableau, Git, A/B testing, and MongoDB. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
1380,Data Scientist II,Brightline Education,"Boston, MA",2026-05-19,Data Scientist,155000,"Brightline Education is hiring a Data Scientist II to help scale our data capabilities. In this role you'll design, build, and maintain solutions using R, Scikit-learn, Python, Statistics, A/B testing, Deep Learning, and Machine Learning. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1548,Analytics Engineer,Willow Health Systems,"Hyderabad, India",2026-05-19,Data Engineer,42000,"Willow Health Systems is hiring a Analytics Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using AWS, Airflow, Kafka, Data warehousing, Python, and Hadoop. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1574,Data Analyst,DataForge Inc,"San Francisco, CA",2026-05-19,Data Analyst,80000,"We are looking for a Data Analyst to join our growing team at DataForge Inc. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Git, Looker, ETL, Power BI, SQL, and Excel. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1746,Software Development Engineer,Cortex Systems,"Hyderabad, India",2026-05-19,Software Engineer,43000,"As a Software Development Engineer at Cortex Systems, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Agile, JavaScript, Java, MongoDB, SQL, and C++. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
329,Reporting Analyst,Marlin Shipping,"Mumbai, India",2026-05-20,Data Analyst,28500,"We are looking for a Reporting Analyst to join our growing team at Marlin Shipping. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Excel, SQL, Statistics, and R. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
1459,Senior Data Scientist,Ironclad Security,"New York, NY",2026-05-20,Data Scientist,176500,"We are looking for a Senior Data Scientist to join our growing team at Ironclad Security. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with NLP, Machine Learning, Python, and Spark. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1677,Data Scientist,Opaline Cosmetics Analytics,"Seattle, WA",2026-05-20,Data Scientist,141500,"Join Opaline Cosmetics Analytics as a Data Scientist! You'll be responsible for building and maintaining systems that rely on R, AWS, TensorFlow, Deep Learning, Python, and SQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
1687,Platform Engineer,Summit Cloud Solutions,"Atlanta, GA",2026-05-20,Software Engineer,127500,"Summit Cloud Solutions is hiring a Platform Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Git, REST API, JavaScript, and Python. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Minimum of 2 years in a similar role."
1757,Senior Data Scientist,Quantum Retail Group,"Bengaluru, India",2026-05-20,Data Scientist,66500,"Quantum Retail Group seeks an experienced Senior Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with PyTorch, A/B testing, Scikit-learn, TensorFlow, and Statistics to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
970,Analytics Engineer,Vantage Point Retail,"New York, NY",2026-05-21,Data Engineer,156000,"Vantage Point Retail is hiring a Analytics Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using BigQuery, dbt, Airflow, ETL, Python, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Minimum of 2 years in a similar role."
1639,Senior ML Engineer,Keystone Auto Group,"Los Angeles, CA",2026-05-21,ML Engineer,165000,"As a Senior ML Engineer at Keystone Auto Group, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Git, Scikit-learn, Deep Learning, Kubernetes, Docker, Machine Learning, and Computer Vision. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
159,Senior ML Engineer,Fenwick Pharma,"Boston, MA",2026-05-22,ML Engineer,162000,"We are looking for a Senior ML Engineer to join our growing team at Fenwick Pharma. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Docker, Python, Kubernetes, TensorFlow, Spark, and AWS. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
222,Applied ML Engineer,Kestrel Media Group,"Toronto, Canada",2026-05-22,ML Engineer,122500,"Kestrel Media Group seeks an experienced Applied ML Engineer to support our expanding analytics function. Day-to-day responsibilities include working with NLP, Python, Computer Vision, Docker, AWS, Deep Learning, and Machine Learning to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
310,Machine Learning Engineer,Delta Freight Systems,Remote,2026-05-22,ML Engineer,125000,"Join Delta Freight Systems as a Machine Learning Engineer! You'll be responsible for building and maintaining systems that rely on Docker, PyTorch, Airflow, Computer Vision, AWS, Kubernetes, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
435,Software Engineer,Lattice Biotech,"Chicago, IL",2026-05-22,Software Engineer,135500,"Lattice Biotech seeks an experienced Software Engineer to support our expanding analytics function. Day-to-day responsibilities include working with JavaScript, NoSQL, AWS, and Linux to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
529,ML Ops Engineer,DataForge Inc,"San Francisco, CA",2026-05-22,ML Engineer,166000,"As a ML Ops Engineer at DataForge Inc, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Kubernetes, Computer Vision, Airflow, and Scikit-learn. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
595,AI Engineer,Zenith Aerospace,"Bengaluru, India",2026-05-22,ML Engineer,50000,"As a AI Engineer at Zenith Aerospace, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Python, Azure, Deep Learning, and AWS. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Entry-level candidates with strong internship experience are encouraged to apply."
998,Data Scientist II,Pixel & Co,"San Francisco, CA",2026-05-22,Data Scientist,154500,"As a Data Scientist II at Pixel & Co, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Machine Learning, PyTorch, SQL, Scikit-learn, and A/B testing. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1134,Software Development Engineer,Lattice Biotech,"Hyderabad, India",2026-05-22,Software Engineer,43000,"Join Lattice Biotech as a Software Development Engineer! You'll be responsible for building and maintaining systems that rely on MongoDB, REST API, Java, and AWS. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
1200,ML Ops Engineer,Hilltop Ventures,"Toronto, Canada",2026-05-22,ML Engineer,138500,"Hilltop Ventures is hiring a ML Ops Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using AWS, NLP, Python, PyTorch, Computer Vision, Machine Learning, and Spark. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
106,Deep Learning Engineer,Vertex Insight Labs,"Austin, TX",2026-05-23,ML Engineer,109500,"Vertex Insight Labs is hiring a Deep Learning Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using AWS, Python, Deep Learning, and Machine Learning. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
1288,Big Data Engineer,Marlin Shipping,"Hyderabad, India",2026-05-23,Data Engineer,42000,"We are looking for a Big Data Engineer to join our growing team at Marlin Shipping. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Snowflake, Kafka, Redshift, Spark, SQL, Google Cloud Platform, and Data warehousing. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1691,ETL Developer,Ivory Real Estate Tech,"Los Angeles, CA",2026-05-23,Data Engineer,127000,"Join Ivory Real Estate Tech as a ETL Developer! You'll be responsible for building and maintaining systems that rely on BigQuery, Python, Snowflake, ETL, Redshift, Google Cloud Platform, and NoSQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
504,Cloud Data Engineer,Lumina Commerce,"Bengaluru, India",2026-05-24,Data Engineer,45500,"As a Cloud Data Engineer at Lumina Commerce, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: SQL, Python, Kafka, AWS, and Snowflake. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
767,Data Scientist II,Delta Freight Systems,"Atlanta, GA",2026-05-24,Data Scientist,131000,"Join Delta Freight Systems as a Data Scientist II! You'll be responsible for building and maintaining systems that rely on TensorFlow, Scikit-learn, PyTorch, Machine Learning, A/B testing, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
890,Marketing Data Analyst,Vantage Point Retail,"Washington, DC",2026-05-24,Data Analyst,76000,"Vantage Point Retail is hiring a Marketing Data Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Tableau, Power BI, Looker, Data warehousing, Statistics, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
891,Backend Engineer,Ivory Real Estate Tech,Remote,2026-05-24,Software Engineer,62500,"We are looking for a Backend Engineer to join our growing team at Ivory Real Estate Tech. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Docker, C++, JavaScript, Python, and Agile. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1052,Data Analyst,Prism Media Analytics,"San Francisco, CA",2026-05-24,Data Analyst,92000,"Prism Media Analytics seeks an experienced Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with A/B testing, SQL, Git, Power BI, Excel, ETL, and Statistics to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
1359,Deep Learning Engineer,Falcon FinTech,"Bengaluru, India",2026-05-24,ML Engineer,72500,"We are looking for a Deep Learning Engineer to join our growing team at Falcon FinTech. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Machine Learning, AWS, Computer Vision, Scikit-learn, and NLP. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
1475,ML Ops Engineer,Quantum Retail Group,"San Francisco, CA",2026-05-24,ML Engineer,174500,"Join Quantum Retail Group as a ML Ops Engineer! You'll be responsible for building and maintaining systems that rely on Python, Machine Learning, Airflow, PyTorch, Deep Learning, and Scikit-learn. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
247,Platform Engineer,Vertex Insight Labs,"Bengaluru, India",2026-05-25,Software Engineer,59500,"Vertex Insight Labs is hiring a Platform Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using REST API, JavaScript, Java, Kubernetes, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
378,Junior Data Analyst,Granite Data Partners,"Bengaluru, India",2026-05-25,Data Analyst,28500,"Join Granite Data Partners as a Junior Data Analyst! You'll be responsible for building and maintaining systems that rely on Data warehousing, SQL, Power BI, Excel, Statistics, Looker, and Tableau. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
1285,Data Scientist II,Sable Energy,"Mumbai, India",2026-05-25,Data Scientist,63500,"We are looking for a Data Scientist II to join our growing team at Sable Energy. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Spark, Python, PyTorch, and Machine Learning. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1320,Software Engineer,Gridline Utilities,"Los Angeles, CA",2026-05-25,Software Engineer,135000,"Gridline Utilities is hiring a Software Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Agile, MongoDB, Linux, JavaScript, and NoSQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
1700,Applied ML Engineer,Ivory Real Estate Tech,Remote,2026-05-25,ML Engineer,144500,"Ivory Real Estate Tech is hiring a Applied ML Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Deep Learning, Machine Learning, Git, and Python. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1916,Software Engineer,Lattice Biotech,"Denver, CO",2026-05-25,Software Engineer,105000,"Join Lattice Biotech as a Software Engineer! You'll be responsible for building and maintaining systems that rely on JavaScript, Java, REST API, and Git. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
1979,Reporting Analyst,Fenwick Pharma,"Los Angeles, CA",2026-05-25,Data Analyst,79000,"As a Reporting Analyst at Fenwick Pharma, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Data warehousing, Power BI, SQL, R, Google Cloud Platform, and Statistics. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Entry-level candidates with strong internship experience are encouraged to apply."
462,Senior Data Analyst,Tundra Telecom,"Delhi, India",2026-05-26,Data Analyst,20000,"Tundra Telecom seeks an experienced Senior Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with Looker, SQL, Tableau, Python, Git, Power BI, and Data warehousing to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
664,ML Ops Engineer,Ivory Real Estate Tech,Remote,2026-05-26,ML Engineer,111500,"Ivory Real Estate Tech seeks an experienced ML Ops Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Docker, Scikit-learn, Machine Learning, Python, TensorFlow, and PyTorch to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
1120,ETL Developer,Harbor Robotics,"Pune, India",2026-05-26,Data Engineer,44500,"We are looking for a ETL Developer to join our growing team at Harbor Robotics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with SQL, Snowflake, ETL, and Python. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1435,Data Scientist II,Marlin Shipping,"Bengaluru, India",2026-05-26,Data Scientist,51000,"Marlin Shipping is hiring a Data Scientist II to help scale our data capabilities. In this role you'll design, build, and maintain solutions using SQL, Deep Learning, Python, Machine Learning, Scikit-learn, R, and Computer Vision. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1613,Marketing Data Analyst,Sable Energy,"New York, NY",2026-05-26,Data Analyst,112500,"Sable Energy is hiring a Marketing Data Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Statistics, Data warehousing, Tableau, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1644,Analytics Engineer,Granite Data Partners,"Bengaluru, India",2026-05-26,Data Engineer,44000,"We are looking for a Analytics Engineer to join our growing team at Granite Data Partners. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with AWS, dbt, SQL, Google Cloud Platform, and ETL. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
1764,Data Engineer,Junction Mobility,"Hyderabad, India",2026-05-26,Data Engineer,57500,"We are looking for a Data Engineer to join our growing team at Junction Mobility. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with ETL, SQL, Snowflake, Spark, NoSQL, dbt, and Python. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1941,Data Engineer,Clearwater Consulting,"Bengaluru, India",2026-05-26,Data Engineer,50000,"Clearwater Consulting seeks an experienced Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with SQL, Airflow, BigQuery, ETL, Python, and AWS to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
296,Backend Engineer,Echo Streaming,"Bengaluru, India",2026-05-27,Software Engineer,47000,"Join Echo Streaming as a Backend Engineer! You'll be responsible for building and maintaining systems that rely on Java, REST API, Python, Docker, JavaScript, and Kubernetes. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
413,BI Analyst,Meridian Health Analytics,"Mumbai, India",2026-05-28,Data Analyst,30500,"As a BI Analyst at Meridian Health Analytics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Excel, SQL, A/B testing, Python, R, Statistics, and Tableau. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Ideal for candidates with 4-6 years of industry experience."
494,Junior Data Analyst,Bluepeak Technologies,"Atlanta, GA",2026-05-28,Data Analyst,89000,"Bluepeak Technologies is hiring a Junior Data Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Power BI, ETL, Excel, R, and Tableau. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
1157,Applied ML Engineer,Ironclad Security,"Los Angeles, CA",2026-05-28,ML Engineer,173000,"Ironclad Security seeks an experienced Applied ML Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Python, Spark, Deep Learning, and PyTorch to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
